user_id,sku_id
200001,20308
200003,64467
200006,21147
200012,132782
200014,146523
200015,52343
200019,122341
200024,20308
200025,58568
200027,38955
200028,49367
200031,47895
200032,22499
200033,44854
200035,132835
200040,125756
200045,79405
200051,5825
200052,9702
200054,88295
200058,80462
200059,73712
200062,32465
200066,141460
200075,38639
200077,147796
200082,12564
200085,153551
200088,121033
200091,85557
200092,107711
200102,12564
200107,88295
200110,84409
200113,98787
200117,79520
200127,99646
200133,30140
200137,60230
200144,160349
200154,65520
200157,154636
200159,47895
200162,107012
200169,40336
200175,107012
200176,164318
200177,137411
200178,62863
200179,130496
200184,24679
200187,14577
200190,85557
200194,144549
200197,138853
200200,57161
200213,5505
200214,149641
200216,75635
200223,26133
200224,68767
200225,76270
200232,6533
200233,153551
200234,62863
200236,160750
200239,108399
200242,154636
200243,107012
200245,133730
200246,149641
200247,57161
200250,103132
200253,32465
200260,154636
200265,36371
200267,161792
200270,160476
200271,132417
200277,153395
200279,167985
200284,152478
200287,12564
200292,152478
200293,157597
200294,155964
200297,15259
200300,38222
200301,36685
200305,276
200312,6754
200318,63006
200319,31662
200322,52343
200326,5505
200328,12564
200337,75877
200339,84389
200342,72855
200343,4333
200348,103652
200351,7498
200353,152478
200361,152478
200364,63006
200367,168651
200372,12564
200374,38639
200375,128567
200377,149641
200378,126906
200379,52343
200380,130291
200382,27304
200385,73755
200386,69355
200389,123773
200390,37254
200398,63006
200399,54845
200400,26372
200406,169819
200409,63006
200423,156199
200425,166707
200429,12564
200440,111225
200443,12564
200446,57018
200447,112604
200448,68293
200451,124997
200452,38639
200458,103652
200459,59175
200461,21457
200462,32465
200467,109728
200474,75771
200477,24371
200480,134084
200482,134084
200483,148633
200490,63006
200495,38639
200497,169726
200498,164318
200500,155452
200501,55715
200503,63006
200505,32465
200510,15258
200516,131300
200519,128567
200521,112332
200522,39294
200524,107012
200530,96844
200531,116489
200536,12564
200538,109728
200548,70839
200549,13324
200552,101181
200557,102204
200559,38639
200568,54709
200571,154636
200577,146704
200580,62863
200586,95850
200587,5825
200591,62085
200593,52343
200594,164258
200595,139448
200599,103132
200600,21147
200602,154636
200610,12564
200611,168303
200619,125756
200621,12564
200623,32465
200624,149854
200627,84389
200633,166955
200645,131300
200647,107220
200650,132417
200651,63006
200659,107012
200664,31522
200667,116497
200672,166354
200674,19960
200675,164258
200688,147796
200693,116758
200694,154636
200700,52343
200701,44854
200709,18412
200710,75877
200712,46990
200718,112495
200723,149641
200726,135409
200728,65520
200729,1426
200731,31662
200732,51429
200733,145990
200749,37957
200750,149223
200753,90973
200755,24371
200760,14163
200762,153551
200767,120172
200770,12564
200774,63006
200778,59402
200781,169819
200783,52343
200785,145990
200792,135187
200793,88295
200794,14433
200803,64711
200807,69209
200812,145895
200814,154636
200820,164554
200821,154636
200822,44854
200833,60230
200834,56792
200835,147814
200877,81865
200885,161265
200886,39425
200890,15781
200896,12564
200897,125756
200901,142477
200902,14433
200903,64467
200904,6533
200905,49714
200911,47895
200916,154636
200922,149641
200923,146704
200926,18412
200929,60230
200931,169819
200936,107012
200937,134084
200938,109093
200939,134595
200947,57018
200958,154636
200962,115851
200964,96838
200967,101181
200989,146704
200995,79520
200997,32465
200999,53638
201000,107220
201001,47107
201005,147796
201007,164258
201009,151760
201011,8466
201012,103234
201013,147796
201018,129001
201021,6033
201023,146523
201025,63006
201027,105559
201032,74609
201034,154636
201037,63006
201047,92392
201050,149854
201052,44854
201053,63006
201068,79520
201071,101181
201072,111021
201074,164258
201082,12564
201084,97025
201087,149444
201088,160476
201089,75877
201094,22499
201096,123360
201098,115863
201100,52343
201102,12564
201104,107012
201106,5825
201108,88295
201110,57161
201113,38639
201114,9702
201116,31662
201124,31662
201128,153551
201149,57018
201151,149641
201156,103132
201159,60230
201160,15259
201162,168136
201169,12564
201174,47193
201178,127896
201180,115495
201185,6533
201192,148001
201197,84409
201199,52343
201202,154636
201208,4366
201210,57018
201214,126146
201216,18412
201220,160476
201221,101181
201222,151327
201223,134619
201226,81462
201234,94652
201235,31662
201241,85557
201242,12564
201246,64794
201250,94944
201251,164354
201255,147796
201259,52343
201269,94561
201271,169819
201275,57018
201285,128988
201287,62476
201288,12564
201298,119321
201303,146704
201306,73147
201307,5825
201309,112274
201315,96887
201322,138778
201324,57161
201325,101181
201326,12564
201328,44854
201332,73398
201334,37957
201336,116489
201343,126906
201345,87310
201347,87310
201348,161870
201354,129001
201356,154636
201357,63006
201363,15259
201364,52343
201367,125363
201368,166354
201377,32465
201381,12564
201389,32465
201391,94944
201393,24371
201396,12564
201398,124997
201403,57018
201408,154636
201409,169819
201417,102090
201419,151327
201420,24371
201423,140359
201434,146704
201435,75836
201438,152478
201439,154636
201440,63006
201441,123578
201449,49103
201450,154636
201460,128988
201464,103132
201465,18412
201466,101181
201471,15258
201474,38222
201475,57161
201485,21457
201487,48645
201488,152478
201494,77571
201497,38639
201505,94561
201506,151327
201507,122341
201509,52343
201514,6533
201515,12564
201516,166707
201520,62863
201521,155707
201524,109518
201531,17470
201539,12564
201540,146704
201543,47895
201546,18412
201558,21147
201559,23696
201562,124431
201569,128988
201570,31662
201573,101181
201577,109083
201590,169819
201591,61226
201592,128988
201597,146523
201598,138151
201602,145946
201603,149641
201606,169819
201608,63006
201619,79636
201622,5825
201623,75489
201624,16141
201626,40336
201629,57161
201630,169819
201631,20308
201636,70839
201642,142477
201644,109093
201653,131300
201668,128988
201669,124997
201674,57845
201675,5505
201678,155680
201686,79520
201694,60230
201699,117104
201706,12564
201708,65520
201712,131300
201714,69209
201716,123773
201717,103652
201720,67241
201721,84948
201723,16127
201724,47107
201733,81462
201736,62863
201737,12564
201738,167310
201739,39625
201740,9702
201750,39387
201754,102090
201761,57018
201776,81287
201780,162658
201782,154636
201788,61531
201794,153395
201796,32465
201803,101181
201807,18103
201809,147796
201810,162498
201811,164252
201816,12564
201829,5825
201832,74517
201835,88685
201841,113319
201844,157827
201845,94482
201857,154636
201865,117104
201871,103652
201872,12564
201876,135577
201881,149295
201888,84409
201889,62476
201904,134084
201911,60425
201914,101181
201915,115863
201928,57161
201932,70352
201935,103652
201952,32465
201955,39387
201956,75877
201960,129843
201966,60230
201976,31662
201977,12564
201978,111225
201979,5825
201980,15259
201983,52343
201988,146704
201991,152478
201993,85557
201994,39425
201999,84389
202004,75525
202012,138151
202018,68767
202019,63006
202024,154636
202027,149641
202037,12564
202038,79102
202052,151327
202055,5505
202056,116489
202060,77571
202064,149854
202065,147796
202068,31662
202073,167985
202076,31662
202089,78335
202090,109726
202096,20308
202098,13334
202101,52343
202107,12564
202113,52343
202118,142140
202120,46990
202121,79520
202124,108858
202132,37957
202133,60230
202136,18412
202140,61531
202142,81708
202144,102090
202146,149641
202147,146739
202149,166707
202151,57018
202165,24679
202168,12564
202171,57018
202179,40336
202180,12564
202184,39253
202185,152478
202187,32465
202190,92909
202194,152478
202196,157137
202198,79520
202199,131300
202209,499
202223,38222
202224,79636
202226,84389
202230,42199
202234,88814
202236,39425
202243,75877
202244,158405
202249,43449
202251,111225
202254,140807
202255,119979
202257,112332
202258,116489
202264,151327
202265,153551
202268,132865
202276,111876
202277,79520
202279,84409
202280,60230
202283,149641
202284,42868
202288,78335
202289,22998
202291,53638
202294,162658
202295,166707
202297,123773
202298,31662
202305,12564
202306,38639
202308,79636
202310,61531
202314,94944
202315,50290
202316,49714
202318,12564
202319,37638
202324,21147
202335,64974
202337,38639
202338,101664
202341,123773
202347,32465
202348,79520
202349,32465
202351,152478
202352,160476
202353,156064
202356,13057
202357,12564
202361,153551
202363,36307
202367,107012
202369,131300
202374,18412
202375,67241
202387,123578
202392,128567
202398,60861
202405,109093
202406,62351
202407,113305
202408,124997
202409,37254
202410,63006
202412,149641
202413,157827
202419,12564
202423,32465
202428,101181
202433,108399
202434,124997
202437,5825
202443,39425
202445,59175
202448,107220
202449,156897
202455,51371
202465,31662
202466,22876
202483,79520
202484,12564
202485,138778
202490,79636
202492,128988
202493,79520
202494,63006
202497,75877
202498,40052
202499,142477
202501,164258
202502,70839
202510,131300
202512,97526
202514,31662
202518,128747
202519,116497
202520,131300
202523,14181
202526,73398
202527,161193
202530,68767
202531,94944
202532,120189
202534,97025
202535,50290
202537,22876
202539,77571
202541,153395
202542,153531
202550,146704
202552,103652
202554,71110
202558,12564
202559,147796
202560,79520
202561,4948
202562,48895
202563,154636
202564,5825
202565,85172
202569,19762
202579,24371
202581,154380
202582,107012
202584,64177
202587,124997
202589,5505
202593,89802
202597,3067
202598,124997
202599,38639
202606,80030
202608,62863
202611,12564
202619,14433
202627,79636
202628,87356
202636,84389
202642,6533
202649,146704
202654,73398
202657,12564
202663,18412
202664,103132
202667,95850
202676,90973
202677,78335
202678,108824
202679,101181
202682,154636
202684,154636
202689,77571
202695,149854
202697,166707
202700,94944
202705,112332
202706,163754
202707,142477
202714,52343
202720,33445
202722,38639
202726,77571
202728,128988
202730,38639
202733,63006
202737,12564
202738,151327
202739,125704
202740,79636
202744,47895
202745,5505
202747,7030
202748,59175
202750,75877
202751,20308
202755,4919
202756,78335
202761,138434
202762,85557
202763,102098
202771,31662
202773,44854
202774,79106
202779,64794
202781,57161
202782,160750
202784,12564
202786,14163
202787,52343
202789,169819
202792,168651
202797,109728
202802,142477
202803,50290
202804,145895
202807,164258
202808,12564
202811,63006
202821,52343
202823,63006
202826,62085
202845,29622
202848,12564
202859,60230
202862,24065
202867,164544
202870,154636
202872,102090
202874,18412
202880,166354
202881,154823
202883,128747
202886,47193
202894,103132
202895,163392
202896,157827
202900,73469
202912,63229
202923,79520
202924,164211
202928,137193
202929,75489
202935,9702
202937,162658
202940,20878
202945,63551
202950,89802
202958,100462
202960,18412
202968,103014
202970,101181
202973,112332
202976,164211
202983,75877
202985,37638
202986,89874
